objectid,image_thumb,image_small,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
mh020,,,mh020.jpg,,,"Gravestone of Heidi A. Berrios (2010) in Princeton Cemetery, Princeton, NJ",Anonymous,2010-06-01,"Gravestone of Heidi A. Berrios (2010) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 2000s; Female; Wife; Mother; Plant; Cross; Heidi Berrios; English; Rest in Peace,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh020,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh021,,,mh021.jpg,,,"Gravestone of Henry J. Frank (2016) and Bernice Miriam Frank (2013) in Princeton Cemetery, Princeton, NJ",Anonymous,2013,"Gravestone of Henry J. Frank (2016) and Bernice Miriam Frank (2013) in Princeton Cemetery, Princeton, NJ",Harrington; Horizontal; Princeton; 2010s; 2000s; Male; Female; Military; Humanitarian; Companion Gravestone; Frank Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh021,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh022,,,mh022.jpg,,,"Gravestone of Ann Keay Beneduce (2021) in Princeton Cemetery, Princeton, NJ",Anonymous,2021,"Gravestone of Ann Keay Beneduce (2021) in Princeton Cemetery, Princeton, NJ",Harrington; Vertical; Princeton; 2020s; 2000s; Female; Editor; Artist; Writer; Wife; Mother; Plant; Animal; Ann Keay Beneduce; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh022,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh023,,,mh023.jpg,,,"Gravestones of Samuel Witham Stockton (1899) and Sarah Bache Hodge (1912) in Princeton Cemetery, Princeton, NJ",Anonymous,1899-12-25,"Gravestones of Samuel Witham Stockton (1899) and Sarah Bache Hodge (1912) in Princeton Cemetery, Princeton, NJ",Harrington; Vertical; Princeton; 1890s; 1800s; Male; Female; Wife; Cross; Stockton Family; English,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh023,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh024,,,mh024.jpg,,,"Gravestone of Henry Carrington Alexander (1894) in Princeton Cemetery, Princeton, NJ",Anonymous,1894-06-28,"Gravestone of Henry Carrington Alexander (1894) in Princeton Cemetery, Princeton, NJ",Harrington; Vertical; Princeton; 1890s; 1800s; Male; Mother; Father; Henry Alexander; English; In memory of,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh024,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
mh025,,,mh025.jpg,,,"Gravestone of Elizabeth Cabell (1885) in Princeton Cemetery, Princeton, NJ",Anonymous,1885-11-03,"Gravestone of Elizabeth Cabell (1885) in Princeton Cemetery, Princeton, NJ",Harrington; Presbyterian; Vertical; Princeton; 1880s; 1800s; Female; Minister's Family Member; Minister's Wife; Wife; English; In memory of ,"Princeton, NJ",40.354098,-74.660089,Meghan Harrington,mh025,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
,,,,,,,,,,,,,,,,,,,,
wo001,,,abbot.jpg,,,Gravestone of Abbot,Anonymous,,Gravestone of Abbot,Odom; Vertical; Cross; Colonial; ,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo001,Image;StillImage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo002,,,baumgartner.jpg,,,Gravestone of Johann and Anna Baumgartner,Anonymous,1986-03-15,Gravestone of Johann and Anna Baumgartner,Odom; Horizontal; 1900s; Couple; Religious; Companion Gravestone; Husband and Wife,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo002,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo003,,,bozarth.jpg,,,Gravestone of Theodore and Alice Bozarth,Anonymous,1981-10-14,Gravestone of Theodore and Alice Bozarth,Odom; Vertical; Praying; Prayer; Couple; 1900s; Companion Gravestone; Husband and Wife,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo003,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo004,,,chambers.jpg,,,Gravestone of Marvin and Helen Chambers,Anonymous,1989,Gravestone of Marvin and Helen Chambers,Odom; Horizontal; 1900s; Couple; Religious; Colonial; Free Mason; Companion Gravestone; Husband and Wife,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo004,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo005,,,dillon.jpg,,,Gravestone of Dean Dillon,Anonymous,2007,Gravestone of Dean Dillon,Odom; Vertical; 1900s; 2000s; Religious; Colonial; Cross; Christian,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo005,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo006,,,garmer.jpg,,,Gravestone of Guy B. Garmer,Anonymous,1985,Gravestone of Guy B. Garmer,Odom; Horizontal; 1900s; Cross; Religious; Colonial; Christian,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo006,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo007,,,gaudier.jpg,,,Gravestone of Gaudier,Anonymous,,Gravestone of Gaudier,Odom; Horizontal; Cross; Religious; Colonial; Christian,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo007,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo008,,,harris.jpg,,,Gravestone of Bowman and Abbie Harris,Anonymous,1967,Gravestone of Bowman and Abbie Harris,Odom; Horizontal; Religious; Free Mason; Couple; Companion Gravestone,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo008,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo009,,,johnson.jpg,,,Gravestone of Joseph Johnson,Anonymous,2001,Gravestone of Joseph Johnson,Odom; Horizontal; Religious; 1900s; 2000s; Cross,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo009,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo010,,,latini.jpg,,,Gravestone of Emilio and Rose Latini,Anonymous,1975,Gravestone of Emilio and Rose Latini,Odom; Horizontal; Religious; 1800s; 1900s; Mary; Angel,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo010,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo011,,,lownie.jpg,,,Gravestone of Oliver and Catherine Lownie,Anonymous,1956,Gravestone of Oliver and Catherine Lownie,Odom; Vertical; Religious; 1800s; 1900s; Cross; Religious; Couple; Husband and Wife; Companion Gravestone,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo011,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo012,,,manfredi.jpg,,,Gravestone of Simeon Bill Manfredi,Anonymous,1981,Gravestone of Simeon Bill Manfredi,Odom; Vertical; Military; Cross; Religious; 1900s; Title,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo012,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo013,,,mapps.jpg,,,Gravestone of Dolores and Thomas Mapps ,Anonymous,2004,Gravestone of Dolores and Thomas Mapps ,Odom; Horizontal; Religious; 1900s; 2000s; Cross; Floral; Plants; Religious; Couple; Companion Gravestone; Husband and Wife,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo013,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo014,,,mariani.jpg,,,Gravestone of Patrizio and Angela Mariani,Anonymous,1972,Gravestone of Patrizio and Angela Mariani,Odom; Horizontal; Religious; 1800s; 1900s; Cross; Floral; Plants; Religious; Couple; Companion Gravestone; Husband and Wife,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo014,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo015,,,nagy.jpg,,,Gravetone of Elek and Iona Nagy,Anonymous,1999,Gravetone of Elek and Iona Nagy,Odom; Vertical; Religious; 1900s; Cross; Floral; Plants; Religious; Couple; Companion Gravestone; Husband and Wife; Bible,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo015,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo016,,,rusnak.jpg,,,Gravestone of George and Anne Rusnak,Anonymous,1978,Gravetone of Elek and Iona Nagy,Odom; Horizontal; Religious; 1900s; Cross; Jesus; Religious; Couple; Companion Gravestone; Husband and Wife,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo016,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo017,,,scales.jpg,,,Gravestone of Cornelius and Catherine Scales,Anonymous,1964,Gravestone of Cornelius and Catherine Scales,Odom; Vertical; Religious; 1800s; 1900s; Cross; Floral; Plants; Religious; Couple; Companion Gravestone; Husband and Wife,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo017,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo018,,,stone.jpg,,,Gravestone of Samuel G. Stone,Anonymous,1949,Gravestone of Samuel G. Stone,Odom; Horizontal; Religious; 1800s; 1900s; Cross; Religious; Plants; Flowers,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo018,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo019,,,tice.jpg,,,Gravestone of George and Emma Tice,Anonymous,1986,Gravestone of George and Emma Tice,Odom; Horizontal; Religious; 1800s; 1900s; Cross; Jesus; Religious; Couple; Companion Gravestone; Husband and Wife; Plants; Floral; Flowers,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo019,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
wo020,,,williams.jpg,,,Gravestone of Arthur and Edna Williams,Anonymous,1992,Gravestone of Arthur and Edna Williams,Odom; Horizontal; Heart-Shaped; Heart; Religious; 1900s; Cross; Religious; Couple; Companion Gravestone; Husband and Wife; Plants; Floral; Flowers,"Trenton, NJ",40.18926,-74.70763,Connor Odom,wo020,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
jm01,,,JennaTombstone01.png,,,Gravestone of Enoch Johnson,Anonymous,1889-02-11,"Gravestone of Enoch Johnson (1889) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1880s; 1800s; Male; Married; Companion Gravestone; Enoch Johnson; Johnson Family; English;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm01,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm02,,,JennaTombstone02.png,,,Gravestone of Michal Johnson,Anonymous,1888-10-01,"Gravestone of Michal Johnson (1888) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1880s; 1800s; Wife; Married; Companion Gravestone; Michal Johnson; Johnson Family; English;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm02,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm03,,,JennaTombstone03.png,,,Gravestone of Lucie Bowen Wilson,Anonymous,1918-12-04,"Gravestone of Lucie Bowen Wilson (1918) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1910s; 1900s; Female; Married; Wife; Daughter; Lucie Wilson; Wilson Family; English;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm03,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm04,,,JennaTombstone04.png,,,Gravestone of Amasa Higbee and Eliza Higbee,Anonymous,1900,"Gravestone of Amasa Higbee (1900) and Eliza Higbee (1900) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1900s; Male; Female; Married; Wife; Amasa Higbee; Eliza Higbee; Higbee Family; English; Iconography;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm04,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm05,,,JennaTombstone05.png,,,Gravestone of Eliza Jordan Strickland,Anonymous,1910,"Gravestone of Eliza Jordan Strickland (1910) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1910s; 1900s; Female; Married; Companion Gravestone; Eliza Strickland; Strickland Family; Johnson Family; English; Wife;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm05,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm06,,,JennaTombstone06.png,,,Gravestone of William Strickland,Anonymous,1892-03-08,"Gravestone of William Strickland (1892) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1890s; 1800s; Male; Married; Companion Gravestone; William Strickland; Strickland Family; English;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm06,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm07,,,JennaTombstone07.png,,,Gravestone of Ida Adams,Anonymous,1894-06-02,"Gravestone of Ida Adams (1894) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1890s; 1800s; Female; Married; Companion Gravestone; Wife; Ida Adams; Adams Family; Strickland Family; English; In memory of;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm07,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm08,,,JennaTombstone08.png,,,Gravestone of Thomas Strickland,Anonymous,1911-11-12,"Gravestone of Thomas Strickland in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1910s; 1900s; Male; Married; Companion Gravestone; Thomas Stickland; Strickland Family; English; In memory of;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm08,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm09,,,JennaTombstone09.png,,,Gravestone of Rebecca Smith,Anonymous,1853-02-07,"Gravestone of Rebecca Smith (1853) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1850s; 1800s; Female; Married; Rebecca Smith; Smith Family; English; In memory of; Iconography; plant; Wife;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm09,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm10,,,JennaTombstone10.png,,,Gravestone of Absalom Higbee,Anonymous,1869-10-18,"Gravestone of Absalom Higbee (1869) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1860s; 1800s; Male; Married; Companion Gravestone; Absalom Higbee; Higbee Family; English; In memory of;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm10,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm11,,,JennaTombstone11.png,,,Gravestone of Ann Higbee,Anonymous,1856-07-01,"Gravestone of Ann Higbee (1856) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1850s; 1800s; Female; Married; Wife; Companion Gravestone; Ann Higbee; Higbee Family; English; In memory of;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm11,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm12,,,JennaTombstone12.png,,,Gravestone of Submittee Johnson,Anonymous,1883-05-23,"Gravestone of Submittee (1883) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1880s; 1800s; Female; Married; Wife; Companion Gravestone; Submittee Higbee; Higbee Family; English;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm12,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm13,,,JennaTombstone13.png,,,Gravestone of Elvin Smith and Martha Smith,Anonymous,1925,"Gravestone of Elvin Smith (1931) and Martha Smith (1925) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1930s; 1920s; 1900s; Male; Female; Married; Wife; Elvin Smith; Martha Smith; Smith Family; English;,"Smithville, NJ",39.493778,-74.456908,Jenna Mullin,jm13,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm14,,,JennaTombstone14.png,,,Gravestone of Ann Elizabeth Strickland and David Strickland,Anonymous,1956,"Gravestone of Ann Elizabeth Strickland (1956) and David Strickland (1969) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1960s; 1950s; 1900s; Male; Female; Married; David Strickland; Ann Elizabeth Strickland; Strickland Family; English; Plant;,"Smithville, NJ",39.493778,-74.456908,Marylou Sciscoe,jm14,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm15,,,JennaTombstone15.png,,,Gravestone of Sharon Higbee,Anonymous,2000-07-17,"Gravestone of Sharon Higbee (2000) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Horizontal; Smithville; 2000s; Female; Married; Sharon Higbee; Higbee Family; English; Iconography; Highly Ornamented; Cross;,"Smithville, NJ",39.493778,-74.456908,Carol Jutte,jm15,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm16,,,JennaTombstone16.png,,,Gravestone of Orion Doughty and Reba Doughty,Anonymous,1951,"Gravestone of Orion Doughty (1951) and Reba Doughty (1976) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Horizontal; Smithville; 1950s; 1970s; 1900s; Male; Female; Married; Wife; Orion Doughty; Reba Doughty; Doughty Family; English; Plant;,"Smithville, NJ",39.493778,-74.456908,jpret,jm16,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm17,,,JennaTombstone17.png,,,Gravestone of Sara Higbee,Anonymous,1976,"Gravestone of Sara Higbee (1976) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Horizontal; Smithville; 1970s; 1900s; Female; Married; Sara Higbee; Higbee Family; Companion Gravestone; English;,"Smithville, NJ",39.493778,-74.456908,LWD,jm17,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm18,,,JennaTombstone18.png,,,Gravestone of Easter Bowen,Anonymous,1880-05-23,"Gravestone of Easter Bowen (1880) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Vertical; Smithville; 1880s; 1800s; Female; Married; Wife; Easter Bowen; Bowen Family; English;,"Smithville, NJ",39.493778,-74.456908,Barbara Rohr,jm18,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm19,,,JennaTombstone19.png,,,Gravestone of Walter Higbee,Anonymous,1985,"Gravestone of Walter Higbee (1985) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Horizontal; Smithville; 1980s; 1900s; Male; Married; Walter Higbee; Higbee Family; English;,"Smithville, NJ",39.493778,-74.456908,LWD,jm19,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
jm20,,,JennaTombstone20.png,,,Gravestone of Grace Strickland,Anonymous,1955-03-30,"Gravestone of Grace Strickland (1955) in Emmaus United Methodist Church Cemetery, Smithville, NJ",Mullin; Methodist; Horizontal; Smithville; 1950s; 1900s; Female; Married; Grace Strickland; Strickland Family; English;,"Smithville, NJ",39.493778,-74.456908,Jean Bower,jm20,Image;Stillimage,image/png,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
,,,,,,,,,,,,,,,,,,,,
aj01,,,childoflucretiaadams.png,,,Gravestone of the child of Lucretia Adams ,Anonymous ,,"Gravestone of the child of Lucretia Adams at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Child ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj01,Image;Stillimage,image/png,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj02,,,alfredadkins.jpeg,,,Gravestone of Alfred Adkins,Anonymous ,,"Gravestone of Alfred Adkins at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Male,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj02,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj03,,,alexander.jpeg,,,Gravestone of Alexander,Anonymous ,,"Gravestone of Alexander at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Male,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj03,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj04,,,annawkard.jpeg,,,Gravestone of Ann Awkard,Anonymous ,,"Gravestone of Ann Awkard at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Female ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj04,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj05,,,robertbean.jpeg,,,Gravestone of Robert Bean ,Anonymous ,,"Gravestone of Robert Bean at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Male ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj05,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj06,,,bentley.jpeg,,,Gravestone of Bentley,Anonymous ,,"Gravestone of Bentley at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Male  ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj06,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj07,,,childboswell.jpeg,,,Gravestone of the child of Boswell,Anonymous ,,"Gravestone of the child of Boswell at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Child ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj07,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj08,,,budd.jpeg,,,Gravestone of Budd,Anonymous ,,"Gravestone of Budd at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Male  ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj08,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj09,,,johnson.jpeg,,,Gravestone of Johnson,Anonymous ,,"Gravestone of Johnson at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj09,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj10,,,childofmarykeys.jpeg,,,Gravestone of the child of Mary Keys ,Anonymous ,,"Gravestone of the child of Mary Keys at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Child ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj10,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj11,,,sykes.jpeg,,,Gravestone of Sykes,Anonymous ,,"Gravestone of Sykes at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s;,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj11,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj12,,,unknown.jpeg,,,Gravestone of an Unknown African American,Anonymous ,,"Gravestone of an Unknown African American at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj12,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj13,,,unknowncitizen.jpeg,,,Gravestone of an Unknown African American,Anonymous ,,"Gravestone of an Unknown African American at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s  ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj13,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj14,,,talbotinfant.jpeg,,,Gravestone of an infant of Talbot ,Anonymous ,,"Gravestone of an infant of Talbot at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Infant  ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj14,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
aj15,,,roy.jpeg,,,Gravestone of Roy ,Anonymous ,,"Gravestone of Roy at Arlington National Cemetery (section 27), Arlington, VA",Jimenez; African American; Vertical; Southern US; Enslaved; 1800s; Male  ,"Arlington, VA",38.87711,-77.06895,Amaya Jimenez,aj15,Image;Stillimage,image/jpeg,eng,Public Domain ,http://rightsstatements.org/vocab/NoC-US/1.0/
