objectid,image_thumb,image_small,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
mk8852,,,Moll Barker.jpg,,,Gravestone of Moll Barker ,Anonymous,1723-10-14,Gravestone of Moll Barker (1723) wife of Peter and servant of Robert located in the God's Little Acre section of the Common Burying Ground (Newport RI),Kwon; Wife;Servant; Peter Barker; Here Lies; African American; Hourglass,"Newport, RI",41.49596,-71.31631,Laura Leibman,2241,Image;stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
mk8853,,,Diana Redwood.jpg,,,Gravestone of Diana Redwood,Anonymous,1822,Gravestone of Diana Redwood (1822) located in the God's Little Acre section of the Common Burying Ground (Newport RI),Kwon;Vertical; African American; Redwood,"Newport, RI",41.49596,-71.31631,Laura Leibman,2330,Image;stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
mk8854,,,Dinah Wigneron.jpg,,,Gravestone of Dinah Wigneron,Anonymous,1772-02-17,"Gravestone of Dinah Wigneron (1772) wife of Caesar Wanton, age 20, located in the God's Little Acre section of the Common Burying Ground (Newport RI)",Kwon; Wife; Cesar Wanton; African American; Angel,"Newport, RI",41.49596,-71.31631,Laura Leibman,2359,Image;stillimage,image/jpeg,eng,Public Domain,https://rightsstatements.org/page/NoC-US/1.0/?language=en
,,,,,,,,,,,,,,,,,,,,
blw001,,,blwMacDonald2.jpg,,,"Gravestone of James MacDonald (1876), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1876-04-19,"Gravestone of James MacDonald (1876), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Presbyterian; Christian; Minister; Vertical; Princeton; 1870s; Free; 1800s; Male; Urn; English,"Princeton, NJ",40.353044,-74.659281,Ben Woodard,blwMacDonald2,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw002,,,blwCornwell1.jpg,,,"Gravestone of William E. Cornwell (1859), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1859-03-28,"Gravestone of William E. Cornwell (1859), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Baptist; Christian; Minister; Horizontal; Princeton; 1850s; Free; 1800s; Male; English,"Princeton, NJ",40.352875,-74.659672,Ben Woodard,blwCornwell1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw003,,,blwSchenck1.jpg,,,"Gravestone of William Edward Schenck (1903), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1903-12-14,"Gravestone of William Edward Schenck (1903), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Presbyterian; Christian; Minister; Horizontal; Princeton; Free; 1900s; Male; English,"Princeton, NJ",40.352875,-74.659672,Ben Woodard,blwSchenck1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw004,,,blwSchenck2.jpg,,,"Gravestone of William C. Schenck (1818), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1818-10-17,"Gravestone of William C. Schenck (1818), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Presbyterian; Christian; Minister; Horizontal; Princeton; Free; 1800s; 1810s; Male; English,"Princeton, NJ",40.352875,-74.659672,Ben Woodard,blwSchenck2,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw005,,,blwAlexander2.jpg,,,"Gravestone of Samuel Davies Alexander (1894), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1894-10-26,"Gravestone of Samuel Davies Alexander (1894), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Presbyterian; Christian; Minister; Horizontal; Princeton; Free; 1800s; 1890s; Male; English; Alexander,"Princeton, NJ",40.353039,-74.659425,Ben Woodard,blwAlexander2,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw006,,,blwAlexander3.jpg,,,"Gravestone of James Waddell Alexander (1859), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1859-07-31,"Gravestone of James Waddell Alexander (1859), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Presbyterian; Christian; Minister; Horizontal; Princeton; Free; 1800s; 1850s; Male; English; Alexander,"Princeton, NJ",40.352536,-74.659553,Ben Woodard,blwAlexander3,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw007,,,blwAlexander4.jpg,,,"Gravestone of Archibald Alexander (1851) and Janetta Waddel Alexander (1852), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1851-10-22,"Gravestone of Archibald Alexander (1851) and Janetta Waddel Alexander (1852), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Presbyterian; Christian; Minister; Horizontal; Princeton; Free; 1800s; 1850s; Male; English; Alexander; Female; Minister's Family Member; Professor,"Princeton, NJ",40.352536,-74.659553,Ben Woodard,blwAlexander4,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw008,,,blwMiller1.jpg,,,"Gravestone of Samuel Miller, Jr. (1883), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1883-10-13,"Gravestone of Samuel Miller, Jr. (1883), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Presbyterian; Christian; Minister; Horizontal; Princeton; Free; 1800s; 1880s; Male; English,"Princeton, NJ",40.3523694,-74.659508,Ben Woodard,blwMiller1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw009,,,blwMiller2.jpg,,,"Gravestone of John Miller (1895), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1895-04-14,"Gravestone of John Miller (1895), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Presbyterian; Christian; Minister; Horizontal; Princeton; Free; 1800s; 1890s; Male; English; Cross,"Princeton, NJ",40.352369,-74.659508,Ben Woodard,blwMiller2,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw010,,,blwCruikshanks1.jpg,,,"Gravestone of John Cruickshanks (1818), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1818-08-27,"Gravestone of John Cruickshanks (1818), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Minister; Horizontal; Princeton; Free; 1800s; 1810s; Male; English,"Princeton, NJ",40.3526,-74.659967,Ben Woodard,blwCruikshanks1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw011,,,blwMcCosh1.jpg,,,"Gravestone of James McCosh (1894), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1894-11-16,"Gravestone of James McCosh (1894), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Presbyterian; Professor; Minister; Horizontal; Princeton; Free; 1800s; 1890s; Male; English; Vertical; Urn,"Princeton, NJ",40.353572,-74.659525,Ben Woodard,blwMcCosh1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw012,,,blwMcCosh2.jpg,,,"Gravestone of James McCosh (1894), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1894-11-16,"Gravestone of James McCosh (1894), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Presbyterian; Professor; Minister; Horizontal; Princeton; Free; 1800s; 1890s; Male; English; Vertical; Urn,"Princeton, NJ",40.353572,-74.659525,Ben Woodard,blwMcCosh2,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw013,,,blwWells1.jpg,,,"Gravestone of Horatio H. Wells (1904) and Mary B. Wells (1953), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1904-01-01,"Gravestone of Horatio H. Wells (1904) and Mary B. Wells (1953), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Presbyterian; Minister; Vertical; Princeton; Free; 1900s; Male; English; Female; Minister's Family Member,"Princeton, NJ",40.353997,-74.6596,Ben Woodard,blwWells1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw014,,,blwBlodgett1.jpg,,,"Gravestone of Heman W. Blodgett (1877), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1877-11-01,"Gravestone of Heman W. Blodgett (1877), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Minister; Princeton; Free; 1800s; 1870s; Male; English; Horizontal,"Princeton, NJ",40.353703,-74.659525,Ben Woodard,blwBlodgett1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw015,,,blwWilder1.jpg,,,"Gravestone of Royal C. Wilder (1887), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1887-10-10,"Gravestone of Royal C. Wilder (1887), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Minister; Princeton; Free; 1800s; 1880s; Male; English; Vertical; Latin,"Princeton, NJ",40.353536,-74.659475,Ben Woodard,blwWilder1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw016,,,blwAtwater1.jpg,,,"Gravestone of Lyman Hotchkiss Atwater (1883), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1883-02-17,"Gravestone of Lyman Hotchkiss Atwater (1883), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Congregational; Minister; Princeton; Free; 1800s; 1880s; Male; English; Vertical,"Princeton, NJ",40.353536,-74.659475,Ben Woodard,blwAtwater1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw017,,,blwPaxton1.jpg,,,"Gravestone of William Miller Paxton (1904), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1904-11-28,"Gravestone of William Miller Paxton (1904), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Presbyterian; Minister; Princeton; Free; 1900s; Male; English; Vertical,"Princeton, NJ",40.352986,-74.661256,Ben Woodard,blwPaxton1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw018,,,blwHodge1.jpg,,,"Gravestone of Archibald Alexander Hodge (1886), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1886-11-11,"Gravestone of Archibald Alexander Hodge (1886), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Presbyterian; Minister; Princeton; Free; 1800s; 1880s; Male; English; Vertical,"Princeton, NJ",40.353497,-74.659456,Ben Woodard,blwHodge1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw019,,,blwHodge2.jpg,,,"Gravestone of Archibald Alexander Hodge (1886), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1886-11-11,"Gravestone of Archibald Alexander Hodge (1886), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Presbyterian; Minister; Princeton; Free; 1800s; 1880s; Male; English; Vertical,"Princeton, NJ",40.353497,-74.659456,Ben Woodard,blwHodge2,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw020,,,blwGreen1.jpg,,,"Gravestone of Ashbel Green (1848), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1848-05-19,"Gravestone of Ashbel Green (1848), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Presbyterian; Minister; Princeton; Free; 1800s; 1840s; Male; Latin; Horizontal,"Princeton, NJ",40.352522,-74.660186,Ben Woodard,blwGreen1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw021,,,blwHodge3.jpg,,,"Gravestone of Francis Blanchard Hodge (1905), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1905-5-13,"Gravestone of Francis Blanchard Hodge (1905), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Presbyterian; Minister; Princeton; Free; 1900s; Male; Vertical; Cross,"Princeton, NJ",40.353536,-74.659503,Ben Woodard,blwHodge3,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw022,,,blwGibson1.jpg,,,"Gravestone of Robert Gibson (1829), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1829-03-01,"Gravestone of Robert Gibson (1829), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Minister; Princeton; Free; 1800s; 1820s; Male; Horizontal,"Princeton, NJ",40.352464,-74.660008,Ben Woodard,blwGibson1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
blw023,,,blwBaehr1.jpg,,,"Gravestone of H. W. Baehr (1898), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Anonymous,1898-01-01,"Gravestone of H. W. Baehr (1898), Princeton Cemetery, Princeton, Mercer County, New Jersey, USA",Woodard; Princeton Cemetery; Christian; Minister; Princeton; Free; 1800s; 1890s; Male; Vertical,"Princeton, NJ",40.354075,-74.660386,Ben Woodard,blwBaehr1,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
,,,,,,,,,,,,,,,,,,,,
coll029,,,butchie.jpg,,,"Gravestone of Butchie the Pet, Clara Glen Pet Cemetery in NJ",Anonymous,,Gravestone of Butchie a pet at Clara Glen,Leibman; Vertical; Linwood; ,"Linwood, NJ",,-74.581003,Laura Leibman,butchie,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll030,,,arno.jpg,,,"Gravestone of Arno Hillelson the Great Dane, Clara Glen Pet Cemetery",Anonymous,1945,"Gravestone of Arno Hillelson, the Great Dane at Clara Glen Pet Cemetery",Leibman; Vertical; Linwood; Pet; 1940s;  ,"Linwood, NJ",39.340162,-74.581003,Laura Leibman,arno,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
oh9778-1,,,JosephGreene.jpg,,,Gravestone of Joseph Greene and wife Nancy K,Anonymous,"1926, 1935",Gravestone of Joseph Greene and his wife Nancy K at the Princeton cemetery,Hutcherson; African American; horizontal; Princeton; 1930s; companion gravestone,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_jg,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-2,,,JamesAshe.jpg,,,"Gravestone of James Ashe, wife Emma B, and Mary A. King",Anonymous,"1925, 1939, 1946","Gravestone of James Ashe, wife Emma B, and Mary A. King at the Princeton Cemetery",Hutcherson; African American; horizontal; Princeton; 1930s; companion gravestone,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_ja,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-3,,,Taylor.jpg,,,"Gravestone of Alexander O, Annetta, Stephen, and Edward W",Anonymous,"1921, 1923, 1926, 1944","Gravestone of Alexander O, Annetta, Stephen, and Edward W at the Princeton cemetery",Hutcherson; African American; horizontal; Princeton; companion gravestone,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_tay,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-4,,,Gordon.jpg,,,Gravestone of Hayward and C. Williams,Anonymous,"1921, 1969",Gravestone of Hayward and C. Williams at the Princeton cemetery,Hutcherson; African American; horizontal; Princeton; companion gravestone,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_gor,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-5,,,Trotman.jpg,,,Gravestone of Clinton C and R...,Anonymous,1925,Gravestone of Clinton C and R (unknown) in Princeton cemetery,Hutcherson; African American; horizontal; Princeton; 1920s; companion gravestone,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_tro,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-6,,,Blackwell.jpg,,,Gravestone of B. Moore and Margaret J,Anonymous,"1924, 1959",Gravestone of B. Moore and Margaret J at the Princeton cemetery,Hutcherson; African American; horizontal; Princeton; companion gravestone,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_bla,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-7,,,ManzoFollins.jpg,,,Gravestone of Manzo Follins,Anonymous,1947,Gravestone of Manzo Follins a tthe Princeton cemetery,Hutcherson; African American; horizontal; Princeton; 1940s,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_mf,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-8,,,FrederickHoagland.jpg,,,Gravestone of Frederick Hoagland and Grace Helena Hoagland,Anonymous,"1932, 1963",Gravestone of Frederick Hoagland and Grace Helena Hoagland at the Princeton cemetery,Hutcherson; African American; horizontal; Princeton; companion gravestone,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_fh,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-9,,,IdaMaeGreenMacon.jpg,,,Gravestone of Ida Mae Greene Macon,Anonymous,1952,Gravestone of Ida Mae Greene Macon at the Princeton cemetery,Hutcherson; African American; horizontal; Princeton; 1950s,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_im,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-10,,,HelenRoles.jpg,,,Gravestone of Helen Roles and Kenneth L Handy,Anonymous,"1912, 1941",Gravestone of Helen Roles and Kenneth L Handy at the Princeton cemetery,Hutcherson; African American; horizontal; Princeton; companion gravestone,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_hr,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-11,,,FrankWells.jpg,,,Gravestone of Frank Wells,Anonymous,1926,"Gravestone of Frank Wells at the Princeton cemetery ""At Rest""",Hutcherson; African American; horizontal; Princeton; 1920s,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_fw,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-12,,,GeorgieWells.jpg,,,Gravestone of Georgie A Wells,Anonymous,1911,"Gravestone of Georgie A Wells at the Princeton cemetery ""At Rest""",Hutcherson; African American; horizontal; Princeton; 1910s,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_gw,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-13,,,IdaMayBerry.jpg,,,Gravestone of Ida May Berry,Anonymous,1921,"Gravestone of Ida May Berry at the Princeton cemetery ""At Rest""",Hutcherson; African American; horizontal; Princeton; 1920s,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_ib,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-14,,,FredRoyster.jpg,,,Gravestone of Fred Royster,Anonymous,1905,"Gravestone of Fred Royster at the Princeton cemetery ""Beloved Husband""",Hutcherson; African American; horizontal; Princeton; 1900s,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_fr,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-15,,,GeorgeHBrownJr.jpg,,,Brick with the name George H Brown Jr,Anonymous,,Brick with the name George H Brown Jr at the Princeton cemetery,Hutcherson; African American; Princeton; Male,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_gb,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
oh9778-16,,,ElizabethByrd.jpg,,,Gravestone of Elizabeth Byrd,Anonymous,1960,Gravestone of Elizabeth Byrd at the Princeton cemetery,Hutcherson; African American; horizontal; Princeton; 1960s,"Princeton, NJ",40.35481,74.6608,Olivia Hutcherson,oh_eb,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934201,,,sb_brower.jpg,,,"Gravestone of Edward Benton Brower (1824), Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,1826,"Gravestone of Edward Benton Brower, Old Dutch Church Churchyard, ",Burbank; Old Dutch Churchyard; Reformed; Christian; Vertical; Upstate New York; 1820s; Child; Male; In Memory Of,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,sb_brower,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934202,,,sb_bruyn.jpg,,,"Gravestone of Severyn Bruyn (1750), Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,1750,"Gravestone of Severyn Bruyn, Old Dutch Church Churchyard, ",Burbank; Old Dutch Churchyard; Reformed; Christian; Vertical; Upstate New York; 1750s; Child; Here Lyes; Interred,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,sb_bruyn,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934203,,,sb_cockburn.jpg,,,"Gravestone of Two Infant Children of Augustus and William Cockburn, Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,1827,Gravestone of Two Infant Children of William and Augustus Cockburn,Burbank; Old Dutch Churchyard; Reformed; Christian; Vertical; Upstate New York; 1820's; Child; Here are buried;,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,sb_cockburn,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934204,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934205,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934206,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934207,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934208,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934209,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934210,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934211,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934212,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934213,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934214,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934215,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934216,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934217,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934218,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934219,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
sb934220,,,,,,"Old Dutch Church Churchyard, Ulster County, NY, USA",Sarah Burbank,,,,"Kingston, NY",41.93297,-74.01911,Sarah Burbank,,Image;Stillimage,image/jpeg,eng,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
